PS2_features_std,PS2_features_mean,PS2_features_median,PS2_features_q25,PS2_features_max_min,FS1_features_mean,FS1_features_median,FS1_features_q25,FS1_features_q75,FS1_features_max_min
46.195964356771015,107.34845083333344,127.235,118.36,166.4,6.641189999999994,7.741,7.63125,7.81425,20.479
46.1463016439655,107.23488649999996,127.185,117.63,166.27,6.644685000000004,7.755,7.656,7.8215,20.479
46.152335790653396,107.22357700000005,126.92,117.63,166.24,6.6291100000000025,7.749499999999999,7.657500000000001,7.81825,20.46
46.131872936569614,107.17943700000008,126.88,117.65,165.95,6.624546666666667,7.753,7.644,7.823,20.253
46.16656574927443,107.24081533333329,127.035,117.68,166.38,6.641248333333332,7.751,7.63175,7.8165,20.479
46.12725578557802,107.12953016666691,126.9,117.55,166.38,6.632510000000001,7.752,7.637,7.8145,20.479
46.10332892712658,107.08963366666674,126.75999999999999,117.49,166.49,6.6357433333333296,7.741,7.636,7.8115,20.479
46.11007551869233,107.07464450000025,126.745,117.5,166.31,6.625091666666669,7.7445,7.637,7.812,20.479
46.1148819591348,107.01590383333371,126.77,117.47,164.99,6.622036666666665,7.751,7.623749999999999,7.817,20.423
46.07884779409811,107.01763666666689,126.75999999999999,117.44,166.22,6.630413333333328,7.741,7.6385000000000005,7.81825,20.479
46.13576611833122,107.082773,126.86,117.5,166.26,6.635854999999994,7.748,7.6325,7.8215,20.479
46.10712922969576,106.98629400000065,126.695,117.44,166.5,6.633998333333337,7.749,7.636,7.8252500000000005,20.479
46.122030181283776,107.04378300000062,126.75999999999999,117.49,166.29,6.621596666666671,7.7524999999999995,7.634,7.8275,20.479
46.05382670417954,106.96930400000001,126.66,117.44,166.44,6.619780000000003,7.749499999999999,7.628,7.83825,20.479
46.05180751496434,106.9178375000001,126.92,117.29,164.18,6.617328333333334,7.748,7.625500000000001,7.8315,20.347
46.04689644531669,106.92725850000052,127.025,117.31,166.38,6.621698333333333,7.749499999999999,7.6355,7.831,20.479
46.03677080991292,106.90547450000044,127.05000000000001,117.26,166.18,6.628009999999996,7.751,7.646,7.823,20.479
46.05271572109825,106.88391383333365,127.035,117.2375,166.27,6.619646666666664,7.754,7.632,7.823,20.479
46.05596859141528,106.88588216666697,127.005,117.29,166.21,6.642470000000005,7.764,7.643,7.829,20.479
46.04171179181603,106.84422833333316,126.95,117.26,166.41,6.6405550000000035,7.756,7.637,7.821,20.479
46.0586742180276,106.86601483333324,127.03,117.22,166.3,6.6323149999999975,7.7615,7.639,7.818,20.479
46.028831528364265,106.90339783333363,127.06,117.22,166.21,6.622501666666666,7.758,7.63875,7.814,20.479
46.07157880046597,106.91734300000033,127.08500000000001,117.26,166.28,6.622409999999996,7.759,7.649,7.814,20.479
46.00764886323281,106.8686801666664,126.98,117.2,166.23,6.619305000000006,7.756,7.643,7.8092500000000005,20.479
46.036714326580764,106.83982216666678,127.01,117.18,166.39,6.623915000000005,7.7605,7.649,7.806,20.479
46.03970683261646,106.83489949999993,126.98,117.16,166.37,6.618191666666669,7.756,7.639749999999999,7.804,20.479
46.08490581747366,106.92785816666691,127.11,117.28,166.34,6.6278433333333355,7.759,7.643,7.808,20.479
46.01968698752761,106.85180449999997,126.98,117.16,166.44,6.634783333333331,7.756,7.64675,7.80325,20.479
46.03407379473964,106.80493300000039,126.98,117.16,166.26,6.636809999999997,7.756,7.64075,7.804,20.479
46.00304423828861,106.82720516666694,126.96,117.16,166.31,6.6175316666666735,7.756,7.639,7.798,20.479
45.976106985237806,106.78475733333312,126.92,117.16,166.2,6.637646666666663,7.755,7.64575,7.8,20.479
45.99872436747118,106.80555149999971,126.98,117.13,166.4,6.635518333333328,7.753,7.64475,7.802,20.479
46.013321592398796,106.76232733333332,126.93,117.08,166.27,6.62931333333333,7.756,7.64225,7.803,20.479
45.991050843950866,106.79522116666665,126.98,117.0975,166.23,6.618843333333336,7.751,7.642,7.799,20.479
46.027972046999004,106.7913143333335,126.93,117.14,166.29,6.6272649999999995,7.7524999999999995,7.64075,7.799250000000001,20.479
46.013415070765895,106.76242816666696,126.9,117.09,166.23,6.621781666666666,7.752,7.6505,7.797,20.479
45.99049594627373,106.7977145000003,126.96,117.09,166.22,6.625081666666667,7.7535,7.6475,7.798,20.479
45.990974335560395,106.77696283333346,126.94,117.1,166.41,6.628023333333326,7.751,7.6385000000000005,7.799,20.479
46.01066247445851,106.74620333333323,126.93,117.0575,166.31,6.637780000000003,7.758,7.64375,7.804,20.479
45.98369673215214,106.73128633333332,126.88,117.05,166.3,6.633064999999998,7.756,7.646,7.801,20.479
45.97156165033495,106.75701466666705,126.88,117.08,166.49,6.63636,7.756,7.64875,7.801,20.479
46.0014291208146,106.73600549999985,126.935,117.06,166.13,6.616253333333329,7.751,7.64075,7.798,20.479
45.994434069716554,106.72372300000028,126.89,117.06,166.34,6.619966666666667,7.749,7.639749999999999,7.797,20.479
45.957556952300656,106.73710349999988,126.88,117.03,166.41,6.62359833333334,7.7524999999999995,7.6427499999999995,7.792,20.479
45.97655383421773,106.67700500000014,126.78,116.98,166.34,6.621493333333338,7.7535,7.645,7.795,20.479
45.937422100931705,106.67413800000031,126.78,116.97,166.28,6.616700000000001,7.751,7.646,7.79525,20.479
45.9777773821484,106.68386483333379,126.85,117.02,166.18,6.635338333333333,7.750500000000001,7.6427499999999995,7.796250000000001,20.479
45.959494553736306,106.63986700000011,126.77,116.94,166.27,6.624121666666668,7.7535,7.64475,7.79825,20.479
45.919991851582786,106.64799649999998,126.77,116.95,166.3,6.635296666666669,7.7535,7.64175,7.79725,20.479
45.93283447372337,106.63928866666738,126.77,116.94,166.27,6.612963333333331,7.750500000000001,7.648,7.791,20.479
45.90934034386537,106.6116768333336,126.72,116.9,166.08,6.6172650000000015,7.749499999999999,7.64475,7.791,20.479
45.90248706603529,106.5938705000001,126.73,116.89,166.3,6.626873333333331,7.747,7.6405,7.789,20.479
45.90489877739004,106.58279866666719,126.695,116.89,166.34,6.620123333333331,7.749,7.644,7.787,20.479
45.8988031360436,106.5921013333335,126.77,116.87,166.29,6.604739999999999,7.741,7.6355,7.788,20.479
45.91360522249601,106.59770866666688,126.75999999999999,116.87,166.24,6.607058333333331,7.738,7.636,7.789,20.479
45.89368780297461,106.58887566666681,126.73,116.88,166.22,6.606386666666663,7.741,7.628,7.788,20.479
45.9005668331496,106.56119916666648,126.735,116.83,166.3,6.6045766666666745,7.744,7.6355,7.789,20.479
45.91332904123739,106.58551850000036,126.77,116.85,166.23,6.605370000000003,7.741,7.64575,7.783250000000001,20.479
45.89007106898977,106.56801883333372,126.7,116.82,166.18,6.605456666666669,7.746,7.6355,7.787,20.479
45.89164746470962,106.57909300000021,126.75999999999999,116.83,166.16,6.6090933333333375,7.741,7.649,7.786,20.479
45.91232236531926,106.54324083333343,126.75,116.8,166.16,6.624023333333337,7.745,7.65,7.79125,20.479
45.91478220710167,106.52546933333329,126.72,116.81,166.12,6.60724166666667,7.746,7.639749999999999,7.786,20.479
45.91142287737851,106.5210360000001,126.69,116.77,166.12,6.626918333333331,7.748,7.641,7.7895,20.479
45.871102717171794,106.52578300000056,126.66,116.81,166.4,6.605629999999997,7.7455,7.643,7.793,20.479
45.87777676930479,106.53251966666656,126.72,116.8,166.24,6.610014999999999,7.749,7.6455,7.788,20.479
45.8784934248957,106.5058250000003,126.67,116.77,166.34,6.6247616666666715,7.746,7.63775,7.791,20.479
45.895144568193714,106.48190466666688,126.64,116.77,166.27,6.629535000000004,7.749,7.642,7.798,20.479
45.859775168022566,106.48235799999979,126.67,116.73,166.14,6.628848333333331,7.752,7.641500000000001,7.793,20.479
45.891504821908114,106.46860450000054,126.65,116.77,166.22,6.614218333333329,7.7524999999999995,7.644,7.791,20.479
45.89446761190165,106.48567983333359,126.64,116.75,166.27,6.6131416666666665,7.749,7.636749999999999,7.78725,20.479
45.856794840458036,106.47632116666706,126.65,116.72,166.21,6.605671666666669,7.744,7.646,7.787,20.479
45.85426342120196,106.45519833333334,126.63,116.74,166.18,6.627820000000003,7.747,7.64325,7.787,20.479
45.85635077198389,106.47612566666719,126.63499999999999,116.73,166.03,6.603591666666668,7.743,7.6405,7.783,20.479
45.87234294407055,106.41953799999992,126.61,116.72,165.98,6.6131350000000015,7.743,7.641,7.781499999999999,20.479
45.848230227032545,106.42138666666703,126.59,116.69,166.08,6.608248333333331,7.733499999999999,7.64575,7.775,20.479
45.85852301923895,106.42275400000015,126.53,116.67,165.85,6.619623333333336,7.739,7.64075,7.784,20.479
45.86652297836532,106.40540283333347,126.57,116.71,166.26,6.61177333333333,7.739,7.64075,7.779,20.479
45.86522718918897,106.42326000000023,126.54,116.72,165.75,6.619405,7.743,7.64575,7.781,20.479
45.86751355279198,106.41194650000043,126.53,116.69,165.9,6.620956666666669,7.741,7.64,7.781,20.479
45.830344484029176,106.4027980000002,126.475,116.66,166.32,6.6023000000000005,7.737,7.637,7.779,20.479
45.834276129789956,106.3988631666667,126.53,116.69,166.16,6.602341666666669,7.738,7.63375,7.7795,20.479
45.84010625400151,106.35924099999993,126.44,116.65,166.29,6.621831666666672,7.734500000000001,7.63275,7.7795,20.479
45.84402170288956,106.41385633333344,126.56,116.65,166.32,6.608531666666665,7.735,7.6475,7.779,20.479
45.824841872138705,106.41060916666653,126.545,116.69,166.26,6.597076666666666,7.735,7.636,7.777,20.479
45.839585801049374,106.43625716666666,126.51,116.71,166.31,6.60602333333333,7.739,7.63275,7.779,20.479
45.8728921613168,106.43329733333326,126.59,116.71,166.21,6.620264999999999,7.737,7.62875,7.777,20.479
45.828530136821634,106.31533716666675,126.45,116.62,166.21,6.6002333333333425,7.739,7.644,7.773,20.479
45.82201723169148,106.3555276666667,126.46,116.6175,166.29,6.605688333333337,7.733499999999999,7.6370000000000005,7.77225,20.479
45.80886935295113,106.33829549999992,126.475,116.605,166.31,6.616269999999994,7.733,7.64225,7.773,20.479
45.815516016825,106.3616001666667,126.49,116.65,166.24,6.601323333333336,7.736,7.6385,7.772,20.479
45.82434208254686,106.29630266666635,126.36,116.6275,166.23,6.611631666666664,7.734,7.6370000000000005,7.774,20.479
45.80456579519695,106.33407133333324,126.35,116.63,166.28,6.600133333333332,7.733499999999999,7.628,7.771,20.479
45.8195074553493,106.36291283333362,126.41,116.61,166.29,6.612341666666663,7.733,7.6355,7.77325,20.479
45.8501531465102,106.34970450000002,126.31,116.64,166.38,6.5961316666666665,7.7315000000000005,7.63275,7.7692499999999995,20.479
45.84633736858518,106.37812866666677,126.41,116.62,166.18,6.607646666666668,7.726,7.622,7.77225,20.479
45.784222867951485,106.32599566666656,126.31,116.57,166.12,6.604496666666669,7.724,7.634,7.766,20.479
45.81391661006715,106.29049783333305,126.34,116.59,166.23,6.612993333333341,7.726,7.64175,7.764,20.479
45.78156100557402,106.3099415000003,126.35,116.59,165.98,6.589084999999994,7.727,7.639749999999999,7.766,20.479
45.79062931803642,106.32229733333348,126.31,116.62,166.02,6.609784999999995,7.73,7.63425,7.76825,20.479
45.807607858323784,106.36465049999971,126.33,116.65,166.16,6.6136266666666685,7.733,7.636,7.772,20.479
45.93602713892818,106.58398566666666,126.74,116.93,166.31,6.611641666666668,7.728,7.6297500000000005,7.769,20.479
45.82031410532893,106.4071656666667,126.485,116.72,166.38,6.610358333333334,7.7285,7.646,7.766,20.479
45.84634551996141,106.39217050000016,126.49,116.71,166.13,6.607325000000006,7.729,7.6295,7.766,20.479
45.80232794089478,106.3518079999999,126.43,116.66,166.31,6.596259999999996,7.7315000000000005,7.643,7.768,20.479
45.82799696770178,106.33295533333346,126.44,116.65,166.19,6.606728333333328,7.73,7.63375,7.77,20.479
45.81430213380082,106.32869099999998,126.41,116.62,166.12,6.612706666666673,7.735,7.64,7.764,20.479
45.79051706624145,106.33245399999991,126.31,116.61,166.28,6.608695000000004,7.735,7.638999999999999,7.771,20.479
45.81981001722618,106.30805133333332,126.36,116.64,166.21,6.603965,7.734,7.643,7.773,20.479
45.82721817097308,106.30394299999983,126.36,116.61,166.16,6.609481666666665,7.736,7.645,7.773,20.479
45.77999459399753,106.30738283333301,126.28999999999999,116.61,166.11,6.600608333333332,7.733,7.6362499999999995,7.768,20.479
45.82203203475918,106.39756166666682,126.47,116.69,166.06,6.6099466666666675,7.733,7.63775,7.768,20.479
45.86708625130217,106.38631433333329,126.47,116.66,166.24,6.599109999999999,7.734500000000001,7.6315,7.77125,20.479
45.83243860401,106.33535150000013,126.41,116.65,166.18,6.612645,7.733499999999999,7.643,7.769,20.479
45.79830899042687,106.33560699999944,126.36,116.61,166.28,6.612318333333329,7.732,7.64375,7.77425,20.479
45.79547889975489,106.34176466666639,126.34,116.59,166.09,6.595793333333341,7.7325,7.6325,7.769,20.479
45.826508981716415,106.32531316666643,126.35,116.65,166.21,6.608170000000001,7.731,7.6525,7.7692499999999995,20.479
45.86167279335943,106.38825833333335,126.5,116.69,166.06,6.606381666666661,7.734500000000001,7.636,7.77025,20.479
45.783596794955706,106.31291533333348,126.33500000000001,116.59,166.31,6.610555000000003,7.733,7.643,7.768,20.479
45.78326861871348,106.30928099999936,126.34,116.56,166.42,6.602348333333334,7.733,7.647,7.766,20.479
45.8029232228955,106.3031499999998,126.31,116.62,166.23,6.597525000000009,7.731,7.6375,7.766,20.479
45.79780056413064,106.27060583333338,126.31,116.59,166.29,6.596793333333341,7.734500000000001,7.64525,7.768,20.479
45.78524317028133,106.28496999999983,126.28999999999999,116.57,166.26,6.601969999999998,7.736,7.64,7.766,20.479
45.78789052255837,106.29758733333301,126.34,116.59,166.03,6.601766666666671,7.736,7.63775,7.768,20.479
45.77925814355653,106.29964133333299,126.3,116.62,166.19,6.603446666666668,7.734500000000001,7.638999999999999,7.768,20.479
45.78929617869905,106.29060066666652,126.31,116.57,166.2,6.606501666666662,7.736,7.637,7.768,20.479
45.784798292783314,106.29637116666665,126.26,116.63,166.22,6.6057216666666605,7.732,7.649,7.77,20.479
45.805763642124454,106.27143699999978,126.3,116.61,166.31,6.602164999999995,7.734,7.641,7.768,20.479
45.78128431403612,106.27515800000003,126.28,116.59,165.8,6.602884999999995,7.733,7.649,7.768,20.479
45.793082981184874,106.28916166666721,126.31,116.59,166.23,6.604224999999999,7.7355,7.6425,7.766,20.479
45.80964242760247,106.28401616666693,126.31,116.59,166.34,6.597211666666667,7.732,7.6445,7.762,20.479
45.807346763285366,106.27179333333306,126.3,116.57,166.34,6.596274999999997,7.733,7.65025,7.764,20.479
45.767548580076514,106.27802899999963,126.27,116.59,166.06,6.601818333333339,7.733,7.634,7.768,20.479
45.798580155406206,106.25963616666631,126.31,116.59,165.93,6.613406666666671,7.731,7.637,7.766,20.479
45.81524441531523,106.356850333333,126.38,116.66,166.08,6.590478333333336,7.726,7.6392500000000005,7.763,20.479
45.84300374613922,106.35422333333379,126.41,116.69,166.27,6.6009400000000005,7.727,7.64075,7.76225,20.479
45.80007374047489,106.31966783333363,126.36,116.64,165.95,6.609053333333338,7.726,7.6419999999999995,7.76,20.479
45.85211478404974,106.41163300000046,126.47,116.73,166.34,6.604816666666673,7.724,7.6355,7.761,20.479
45.84743914496612,106.38863033333314,126.44,116.73,166.01,6.585630000000001,7.7204999999999995,7.628,7.756,20.479
45.83484947839729,106.35793716666656,126.41,116.69,166.19,6.591749999999995,7.723,7.6335,7.758,20.479
45.826231267330115,106.30781016666641,126.35,116.63,166.09,6.606256666666671,7.725,7.6370000000000005,7.758,20.479
45.836833285960346,106.42310500000004,126.48,116.74,166.16,6.602191666666666,7.726,7.6275,7.762,20.479
45.82958518065701,106.40537533333331,126.485,116.73,166.24,6.589160000000001,7.726,7.627,7.762,20.479
45.83433451952035,106.40996816666654,126.43,116.72,165.93,6.5853200000000065,7.724,7.626,7.758,20.479
45.863191930884156,106.49544616666692,126.53,116.7975,166.37,6.60207,7.724,7.61775,7.764,20.479
45.83076404887698,106.40784599999998,126.45,116.74,166.19,6.605106666666667,7.733,7.636,7.766,20.479
45.808234104985054,106.37039266666659,126.31,116.65,166.03,6.591226666666665,7.7305,7.636749999999999,7.762,20.479
45.827922488535954,106.30847399999972,126.36,116.59,166.12,6.605541666666667,7.7315000000000005,7.643,7.762,20.479
45.854352541006456,106.39758900000008,126.465,116.72,166.41,6.60815166666666,7.7315000000000005,7.6455,7.768,20.479
45.819950292489914,106.37012866666674,126.435,116.67,166.13,6.589554999999996,7.73,7.647,7.76,20.479
45.89920638603542,106.45660616666693,126.52,116.81,166.4,6.602854999999991,7.729,7.636,7.764,20.479
45.84036588891631,106.3515418333336,126.41,116.64,166.27,6.604330000000003,7.7325,7.643,7.7645,20.479
45.83604433887829,106.34681700000031,126.38,116.69,166.2,6.613111666666668,7.733499999999999,7.643,7.766,20.479
45.80622203983247,106.37142366666677,126.43,116.69,166.16,6.5914133333333265,7.728,7.63875,7.761,20.479
45.881269838030235,106.44445699999991,126.53,116.77,166.19,6.600485000000003,7.727,7.6355,7.76,20.479
45.84968254933307,106.36666133333314,126.45,116.73,166.18,6.603013333333337,7.731,7.641,7.76025,20.479
45.774793902929545,106.3089503333333,126.28,116.63,166.23,6.611123333333336,7.732,7.6445,7.763,20.479
45.809849037433914,106.33313899999996,126.33,116.66,166.1,6.589861666666663,7.729,7.63125,7.762,20.479
45.80267617500211,106.33643149999989,126.34,116.63,166.22,6.604311666666662,7.727,7.6427499999999995,7.756,20.479
45.832423324932016,106.37123316666685,126.42,116.7175,166.08,6.588178333333334,7.726,7.631,7.756,20.479
45.79306597995022,106.3159918333333,126.31,116.64,166.16,6.602968333333327,7.7295,7.634,7.761,20.479
45.84859495599806,106.36595833333337,126.4,116.73,166.34,6.593835000000005,7.728,7.642,7.762,20.479
45.793037472073635,106.31939316666615,126.3,116.65,166.2,6.600738333333341,7.728,7.65325,7.764,20.479
45.77811334773895,106.2965866666666,126.28,116.62,166.19,6.59250333333334,7.7325,7.649,7.764,20.479
45.76938777872668,106.27284566666647,126.23,116.63,165.98,6.59904,7.73,7.642,7.76,20.479
45.81305759066532,106.26434183333343,126.25,116.61,166.12,6.607471666666664,7.7305,7.645,7.76025,20.479
45.81958863600977,106.28395749999986,126.3,116.6275,166.09,6.591280000000004,7.728,7.6505,7.758,20.479
45.79356355760185,106.27303049999998,126.31,116.59,166.1,6.597760000000002,7.731,7.639749999999999,7.76,20.479
45.78384817293872,106.3059040000001,126.31,116.63,166.26,6.592349999999999,7.729,7.64175,7.756,20.479
45.820238991104645,106.32240733333342,126.28,116.67,166.21,6.599713333333334,7.723,7.64775,7.756,20.479
45.79188401035837,106.30037716666662,126.28999999999999,116.65,166.04,6.593898333333341,7.719,7.632,7.753,20.479
45.77731849248181,106.28710300000002,126.23,116.63,166.38,6.590666666666666,7.72,7.63525,7.752,20.479
45.765943162401044,106.28570116666664,126.28,116.605,166.16,6.592453333333333,7.722,7.63125,7.753,20.479
45.781456540584244,106.24314350000037,126.22,116.61,166.14,6.603241666666671,7.724,7.642,7.754,20.479
45.85512987409252,106.36589166666703,126.38,116.69,166.32,6.595828333333331,7.724,7.64,7.75425,20.479
45.79101632968833,106.32380816666668,126.32,116.67,166.22,6.594923333333335,7.724,7.636749999999999,7.756,20.479
45.83696502822843,106.31717116666665,126.35,116.67,166.23,6.604508333333334,7.723,7.6427499999999995,7.751250000000001,20.479
45.80491241601814,106.34680683333357,126.34,116.6575,166.24,6.5910749999999965,7.718,7.639749999999999,7.75,20.479
45.7790473851156,106.2906525,126.31,116.59,166.28,6.599691666666669,7.721500000000001,7.641,7.75,20.479
45.81132436373724,106.27466466666634,126.28,116.6275,166.34,6.586313333333332,7.724,7.643,7.752,20.479
45.80912042236322,106.25720833333314,126.26,116.62,166.36,6.590891666666666,7.721500000000001,7.63375,7.749,20.479
45.81333673421903,106.32275333333307,126.31,116.59,166.18,6.5970883333333346,7.721500000000001,7.63025,7.751,20.479
45.845990988128115,106.34721699999999,126.38,116.67,166.23,6.597571666666671,7.722,7.641,7.754,20.479
45.640696876580556,105.85433983333331,125.76,116.23,166.12,6.305361666666667,7.379,7.2755,7.41,20.479
57.64253841668789,124.49824016666692,164.88,116.16,165.85,3.019103333333334,1.121,1.063,7.358,20.479
46.21082582264385,104.53017216666646,124.86,112.84,165.38,6.470573333333342,7.572,7.199,7.7780000000000005,20.479
46.10497122491097,105.11835950000025,125.08500000000001,115.36,163.79,6.386053333333345,7.452500000000001,7.203,7.6545,20.479
54.35586520293682,116.70143299999981,125.81,116.38,165.82,4.2949316666666615,6.7625,1.082,7.461,20.479
54.33595886765784,116.6178154999998,125.69,116.69,165.9,4.265789999999999,6.8735,1.056,7.424250000000001,20.479
46.18099772847528,105.3113718333334,125.475,116.5275,163.31,6.234048333333332,7.3485,7.22075,7.391,20.479
46.23185148715571,105.54440050000008,125.615,116.69,165.81,6.232760000000001,7.349,7.2295,7.38725,20.479
46.181152606419545,105.28788849999981,125.565,116.27,160.71,6.219833333333337,7.343,7.243,7.383,20.479
46.158946203206355,105.22884966666703,125.58,116.41,163.64,6.226231666666667,7.349,7.261,7.388,20.479
46.06713308203682,105.04479716666671,125.405,115.93,163.61,6.227191666666672,7.347,7.2565,7.381,20.479
45.81813140969935,105.29999883333342,125.35,115.97,165.87,6.262181666666668,7.349,7.253,7.378,20.479
45.79536410940531,105.23973799999987,125.37,115.91,165.49,6.262190000000003,7.348,7.245,7.377,20.479
45.80178740342236,105.2816221666666,125.41,115.94,166.09,6.263326666666672,7.351,7.2565,7.378,20.479
45.822114240939875,105.23811033333315,125.36,115.91,162.1,6.257774999999998,7.353,7.239,7.378,19.987
45.79951811524999,105.26629066666695,125.35,115.91,165.33,6.263588333333329,7.351,7.24625,7.379,20.479
45.83044194217691,105.25289266666655,125.38499999999999,115.94,161.48,6.260961666666664,7.351,7.248,7.379,19.967
45.815386013979136,105.3024481666668,125.41,115.97,165.56,6.263595000000001,7.353,7.254,7.37925,20.479
45.84347367485959,105.2793543333336,125.43,116.01,165.91,6.269341666666666,7.354,7.2677499999999995,7.385,20.404
45.799146617502366,105.28750183333312,125.36,115.94,166.08,6.266363333333334,7.356,7.242,7.385,20.348
45.829282434916635,105.2589923333332,125.36,115.91,161.01,6.266016666666669,7.3515,7.26325,7.384,19.96
45.65250511463196,105.46359683333343,125.39500000000001,115.97,166.03,6.280448333333334,7.356,7.2764999999999995,7.384,20.479
45.653283715108536,105.46165099999959,125.43,115.91,165.88,6.275234999999996,7.354,7.25375,7.381,20.479
45.60312592177932,105.46036716666681,125.345,115.93,164.29,6.276576666666673,7.351,7.25175,7.38325,20.479
45.64465755440411,105.45413250000016,125.37,115.94,165.88,6.278344999999998,7.3525,7.2605,7.38325,20.479
45.65827155739791,105.46844666666598,125.39,115.94,165.79,6.274595000000001,7.354,7.25675,7.383,19.981
45.64201586364439,105.45715816666664,125.42,115.94,165.59,6.276126666666668,7.355,7.25675,7.384,20.176
45.65462909515356,105.47272933333353,125.41,115.96,165.44,6.273711666666668,7.352,7.2625,7.381,19.961
45.6403195550329,105.53907300000003,125.42500000000001,115.97,165.75,6.278230000000007,7.351,7.259,7.384,20.479
45.65416130502211,105.4753099999999,125.41,115.93,165.95,6.278116666666664,7.355,7.258,7.38,20.479
45.67163263670581,105.48286433333318,125.4,115.89,166.02,6.276336666666665,7.353,7.2532499999999995,7.381,19.998
45.51487588597536,105.61386616666664,125.42,115.96,165.72,6.263731666666666,7.351,7.257,7.378,20.479
45.463117917057225,105.60504516666668,125.44,115.94,164.06,6.277600000000006,7.347,7.250500000000001,7.374,20.479
45.49115218106933,105.60808416666661,125.34,115.9375,165.66,6.279354999999999,7.3485,7.253,7.378,20.479
45.512070524337005,105.66754483333304,125.47,116.01,165.84,6.2727033333333395,7.3445,7.2335,7.371,20.479
45.5257199922757,105.68199333333358,125.45,115.97,165.92,6.262866666666665,7.345,7.2275,7.373,20.479
45.54522169904072,105.64506583333329,125.46000000000001,115.97,165.63,6.27747333333333,7.348,7.244,7.374,20.479
56.96451929091502,124.96502849999969,164.755,115.96,165.92,3.0416666666666705,1.116,1.056,7.333,20.479
45.763058607475706,105.79618866666678,124.92,116.14,165.15,6.322314999999993,7.358499999999999,7.166,7.48025,20.479
45.57120307210818,105.88611583333362,125.3,116.62,165.64,6.261666666666671,7.336,7.2405,7.3815,20.479
45.60095275117126,105.82909616666672,125.32,116.48,164.57,6.252948333333339,7.336,7.238,7.374,20.479
45.627413139081575,105.88788016666636,125.69,116.41,164.84,6.3483266666666625,7.4535,7.358,7.488,20.479
46.132201758774706,105.14576750000012,125.63,116.05,163.19,6.30914,7.452,7.35275,7.481,20.479
